Name,Club,Nation,League,Rating,Main_Position,Alternate_Positions,Card_Version,Run_Style,Price,Price_Variation,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height,BodyType,Popularity,Base_Stats,Ingame_Stats
Jules Koundé,FC Barcelona,France,LaLiga Santander,84,CB,0,Normal,Controlled,7200.0,2.74%,2,3,H,H,84.0,45,64,74,85,78,"181cm | 5'11""",Average  (75kg),2003,430,1952
Yassine Bounou,Sevilla FC,Morocco,LaLiga Santander,84,GK,0,Normal,Controlled,3400.0,17.24%,1,2,M,M,84.0,81,76,86,36,84,"192cm | 6'4""",High & Average+  (78kg),501,447,908
Éder Militão,Real Madrid,Brazil,LaLiga Santander,84,CB,0,Rare,Controlled,15000.0,50.00%,2,3,M,M,86.0,50,70,72,85,82,"186cm | 6'1""",Lean  (78kg),1872,445,2056
Carvajal,Real Madrid,Spain,LaLiga Santander,84,RB,RWB,Rare,Controlled,0.0,0,3,3,H,M,82.0,54,77,80,78,79,"173cm | 5'8""",Unique  (73kg),220,450,2120
Stefan Savić,Atlético de Madrid,Montenegro,LaLiga Santander,84,CB,0,Normal,Lengthy,3000.0,11.11%,2,3,M,H,64.0,35,58,58,87,80,"187cm | 6'2""",High & Average+  (81kg),16,382,1769
Moussa Diaby,Leverkusen,France,Bundesliga,84,RM,"LM,RW,LW",Normal,Explosive,8400.0,6.67%,4,3,H,L,93.0,73,75,87,42,59,"170cm | 5'7""",Short & Lean-  (68kg),885,429,1988
Leroy Sané,FC Bayern,Germany,Bundesliga,84,LM,LW,Normal,Controlled,7700.0,3.75%,4,2,M,M,88.0,81,80,85,38,66,"183cm | 6'0""",Unique  (80kg),371,438,2116
Koen Casteels,VfL Wolfsburg,Belgium,Bundesliga,84,GK,0,Normal,Controlled,3500.0,20.69%,1,2,M,M,84.0,82,79,86,45,84,"197cm | 6'6""",High & Average  (86kg),44,460,926
Oyarzabal,Real Sociedad,Spain,LaLiga Santander,84,LW,0,"LM,RW",Controlled,3200.0,23.08%,3,3,H,M,80.0,83,81,84,41,62,"181cm | 5'11""",Lean  (79kg),46,431,2088
Marcos Llorente,Atlético de Madrid,Spain,LaLiga Santander,84,CM,0,"RB,RM",Controlled,3900.0,18.18%,3,4,H,M,88.0,79,81,82,78,81,"184cm | 6'0""",Lean  (74kg),1798,489,2276
Kessié,FC Barcelona,Côte d'Ivoire,LaLiga Santander,84,CDM,0,CM,Lengthy,3700.0,12.12%,3,4,H,H,78.0,76,74,79,82,87,"183cm | 6'0""",Average  (88kg),1294,476,2236
De Paul,Atlético de Madrid,Argentina,LaLiga Santander,84,CM,0,Normal,Controlled,3700.0,42.31%,4,3,H,M,78.0,77,83,82,75,81,"180cm | 5'11""",Average  (70kg),346,476,2265
Ivan Perišić,Spurs,Croatia,Premier League,84,LM,0,"LWB,LW",Controlled,3000.0,7.14%,4,5,H,M,78.0,81,79,82,74,78,"186cm | 6'1""",High & Average+  (80kg),201,472,2288
Canales,Real Betis,Spain,LaLiga Santander,84,RM,0,"CM,LM,RW",Controlled,3000.0,9.09%,4,3,H,M,83.0,79,85,82,68,71,"176cm | 5'9""",Lean  (65kg),216,468,2225
Thomas Partey,Arsenal,Ghana,Premier League,84,CDM,0,CM,Lengthy,3800.0,40.74%,3,3,M,H,65.0,71,81,80,80,83,"185cm | 6'1""",High & Average+  (77kg),8,460,2180
Emiliano Martínez,Aston Villa,Argentina,Premier League,84,GK,0,Normal,Lengthy,3000.0,3.45%,1,4,M,M,85.0,83,82,85,58,83,"195cm | 6'5""",High & Stocky  (88kg),-232,476,1099
Luis Suárez,Uruguay,Uruguay,World Cup,84,ST,0,CF,Lengthy,0.0,3,0,4,H,M,70.0,86,78,78,46,81,"182cm | 6'0""",Unique  (86kg),287,439,2164
Raphaël Varane,Manchester Utd,France,Premier League,84,CB,0,Normal,Lengthy,6600.0,2.94%,2,4,M,H,81.0,49,64,66,85,80,"191cm | 6'3""",Unique  (81kg),1989,425,1942
Christian Eriksen,Manchester Utd,Denmark,Premier League,84,CM,CAM,IF,Controlled,10500.0,4.55%,4,5,M,L,64.0,81,90,82,55,54,"181cm | 5'11""",Unique  (76kg),434,426,2108
Marcus Rashford,Manchester Utd,England,Premier League,84,ST,"LM,LW",PL POTM SBC,Controlled,184300.0,4.55%,5,3,H,L,88.0,84,79,83,46,77,"186cm | 6'1""",Unique  (70kg),-1148,457,2191
Sergiño Dest,Milan,United States,Serie A TIM,84,RB,"RWB,LB,RM",OTW,Explosive,0.0,0,4,4,H,L,92.0,67,82,88,78,75,"175cm | 5'9""",Average  (62kg),3216,482,2231
Chancel Mbemba,OM,Congo DR,Ligue 1,84,CB,0,Dynamic Duos,Lengthy,28250.0,4.55%,2,3,M,H,78.0,52,61,69,84,85,"182cm | 6'0""",Average  (78kg),248,429,1966
Suárez,OM,Colombia,Ligue 1,84,ST,"LM,CAM,CF",Dynamic Duos,Controlled,24000.0,4.55%,3,4,H,M,87.0,83,73,81,47,84,"185cm | 6'1""",High & Average  (74kg),-265,455,2146
Alexander Sørloth,Real Sociedad,Norway,LaLiga Santander,84,ST,CF,IF,Lengthy,10500.0,4.55%,3,4,H,M,88.0,83,76,82,41,90,"194cm | 6'4""",High & Average  (90kg),2251,460,2153
Timo Werner,RB Leipzig,Germany,Bundesliga,84,LM,"CF,LW",IF,Controlled,10500.0,14.29%,3,4,H,M,92.0,82,72,84,37,72,"180cm | 5'11""",Unique  (76kg),1100,439,2093
James Maddison,Leicester City,England,Premier League,84,RM,RW,IF,Explosive,11000.0,12.00%,4,4,H,M,76.0,81,86,87,56,65,"175cm | 5'9""",Lean  (73kg),127,451,2178
Chris Smalling,Roma FC,England,Serie A TIM,84,CB,0,IF,Lengthy,10500.0,8.70%,2,3,M,H,66.0,50,62,64,86,83,"194cm | 6'4""",High & Average+  (81kg),197,411,1911
Jamal Musiala,FC Bayern,Germany,Bundesliga,84,CAM,"CM,LM",IF,Controlled,10500.0,8.70%,4,4,M,M,78.0,77,79,90,66,64,"183cm | 6'0""",Lean  (70kg),1507,454,2149
Timothy Castagne,Leicester City,Belgium,Premier League,84,RB,"RWB,LB",IF,Controlled,10500.0,0,3,3,H,M,83.0,64,78,81,82,80,"185cm | 6'1""",High & Average+  (80kg),211,468,2161
Odisseas Vlachodimos,SL Benfica,Greece,Liga NOS (POR 1),84,GK,0,IF,Controlled,10500.0,1,0,3,M,M,87.0,82,71,87,46,83,"190cm | 6'3""",High & Average+  (81kg),116,456,929
Alexandre Lacazette,OL,France,Ligue 1,84,ST,CF,IF,Controlled,10500.0,0,4,4,H,H,74.0,84,80,86,47,78,"175cm | 5'9""",Unique  (73kg),-11,449,2193
Vincenzo Grifo,SC Freiburg,Italy,Bundesliga,84,CAM,"CF,LW",IF,Explosive,10500.0,0,4,2,M,M,78.0,79,83,84,44,67,"180cm | 5'11""",Average  (76kg),84,435,2117
Steven Berghuis,Ajax,Netherlands,Eredivisie,84,CM,RW,IF,Controlled,10750.0,0,4,3,H,M,83.0,84,85,84,42,72,"182cm | 6'0""",Lean  (75kg),195,450,2160
Suso,Sevilla FC,Spain,LaLiga Santander,84,CM,"CAM,LW",Out Of Position,Explosive,10500.0,4.55%,4,3,H,M,83.0,81,86,88,60,66,"176cm | 5'9""",Average  (70kg),-142,464,2241
Noussair Mazraoui,FC Bayern,Morocco,Bundesliga,84,RM,RW,Out Of Position,Controlled,14500.0,7.41%,4,3,H,L,88.0,83,84,86,63,77,"183cm | 6'0""",Lean  (62kg),462,481,2244
Samuel Chukwueze,Villarreal CF,Nigeria,LaLiga Santander,84,LW,LM,Out Of Position Obj,Controlled,0.0,0,4,2,H,L,91.0,83,77,86,40,73,"172cm | 5'8""",Average  (70kg),-335,450,2094
Carlos Vela,LAFC,Mexico,Major League Soccer,84,RW,"RM,CAM,LW",IF,Controlled,10500.0,7.41%,4,2,H,L,81.0,82,80,86,33,68,"177cm | 5'10""",Average  (77kg),80,430,2091
Nicolás Tagliafico,OL,Argentina,Ligue 1,84,LWB,LB,IF,Controlled,10500.0,7.41%,3,2,M,H,83.0,60,76,79,83,83,"172cm | 5'8""",Average  (65kg),161,464,2187
Carlos Soler,Spain,Spain,World Cup,84,CM,"CDM,RM",World Cup Player,Controlled,0.0,0,3,4,M,M,81.0,78,84,81,72,73,"180cm | 5'11""",Average  (76kg),-1,469,2237
Cody Gakpo,Netherlands,Netherlands,World Cup,84,LW,LM,World Cup Player,Controlled,0.0,0,4,4,M,M,88.0,83,78,85,42,75,"189cm | 6'2""",High & Average+  (76kg),25,451,2117
Eden Hazard,Belgium,Belgium,World Cup,84,LW,LM,World Cup Player,Explosive,0.0,0,4,4,M,M,83.0,80,82,87,35,63,"175cm | 5'9""",Unique  (74kg),16,430,2088
Yassine Bounou,Morocco,Morocco,World Cup,84,GK,0,World Cup Player,Controlled,0.0,1,0,2,M,M,84.0,81,76,86,36,84,"192cm | 6'4""",High & Average+  (78kg),85,447,908
Cristian Romero,Argentina,Argentina,World Cup,84,CB,0,World Cup Player,Lengthy,0.0,3,0,2,M,H,74.0,47,58,66,86,83,"185cm | 6'1""",High & Average  (79kg),15,414,1936
Jules Koundé,France,France,World Cup,84,CB,0,World Cup Player,Controlled,0.0,2,0,3,H,H,84.0,45,64,74,85,78,"181cm | 5'11""",Average  (75kg),20,430,1952
Merino,Spain,Spain,World Cup,84,CM,0,World Cup Player,Controlled,0.0,3,0,3,H,H,74.0,79,82,83,83,82,"189cm | 6'2""",High & Average  (83kg),2,483,2299
Reece James,England,England,World Cup,84,RWB,RB,World Cup Player,Controlled,0.0,0,3,3,H,M,81.0,70,82,82,80,82,"178cm | 5'10""",Stocky  (87kg),12,477,2256
Ivan Perišić,Croatia,Croatia,World Cup,84,LM,"LWB,LW",World Cup Player,Controlled,0.0,0,4,5,H,M,78.0,81,79,82,74,78,"186cm | 6'1""",High & Average+  (80kg),1,472,2288
Oyarzabal,Spain,Spain,World Cup,84,LW,"LM,RW",World Cup Player,Controlled,0.0,0,3,3,H,M,80.0,83,81,84,41,62,"181cm | 5'11""",Lean  (79kg),3,431,2088
Weverton,Brazil,Brazil,World Cup,84,GK,0,World Cup Player,Controlled,0.0,1,0,3,M,M,82.0,80,77,89,35,85,"186cm | 6'1""",High & Average  (84kg),73,448,926
Marcos Llorente,Spain,Spain,World Cup,84,CM,"RB,RM",World Cup Player,Controlled,0.0,0,3,4,H,M,88.0,79,81,82,78,81,"184cm | 6'0""",Lean  (74kg),5,489,2276
John Stones,England,England,World Cup,84,CB,0,World Cup Player,Controlled,0.0,3,0,4,H,M,73.0,52,72,76,85,78,"188cm | 6'2""",High & Average+  (76kg),9,436,2022
Jadon Sancho,England,England,World Cup,84,LW,"LM,RW",World Cup Player,Explosive,0.0,0,5,3,H,M,81.0,74,81,89,36,59,"180cm | 5'11""",Unique  (76kg),4,420,2010
Dušan Tadić,Serbia,Serbia,World Cup,84,LW,"LM,CAM,CF",World Cup Player,Controlled,0.0,0,4,3,M,M,68.0,81,86,84,43,77,"181cm | 5'11""",Unique  (76kg),-32,439,2132
Alphonso Davies,Canada,Canada,World Cup,84,LB,"LWB,LM",World Cup Player,Controlled,0.0,0,4,4,H,L,94.0,66,77,85,76,77,"185cm | 6'1""",Unique  (77kg),43,475,2201
De Paul,Argentina,Argentina,World Cup,84,CM,0,World Cup Player,Controlled,0.0,4,0,3,H,M,78.0,77,83,82,75,81,"180cm | 5'11""",Average  (70kg),1,476,2265
Moussa Diaby,France,France,World Cup,84,RM,"LM,RW,LW",World Cup Player,Explosive,0.0,0,4,3,H,L,93.0,73,75,87,42,59,"170cm | 5'7""",Short & Lean-  (68kg),21,429,1988
Jordan Henderson,England,England,World Cup,84,CM,CDM,World Cup Player,Controlled,0.0,0,3,3,H,H,67.0,75,84,79,79,82,"182cm | 6'0""",Average  (80kg),4,466,2250
Raphinha,Brazil,Brazil,World Cup,84,RW,RM,World Cup Player,Explosive,0.0,0,4,4,H,H,92.0,80,78,86,51,74,"176cm | 5'9""",Lean  (68kg),17,461,2188
Mateo Kovacic,Croatia,Croatia,World Cup,84,CM,0,World Cup Player,Explosive,0.0,4,0,4,H,H,70.0,69,83,88,71,71,"176cm | 5'9""",Average  (80kg),8,452,2191
Presnel Kimpembe,France,France,World Cup,84,CB,0,World Cup Player,Lengthy,0.0,2,0,3,M,H,81.0,44,69,70,84,87,"189cm | 6'2""",High & Average  (80kg),43,435,1998
João Félix,Portugal,Portugal,World Cup,84,CF,ST,World Cup Player,Controlled,0.0,0,5,4,M,M,83.0,80,81,88,40,67,"181cm | 5'11""",Unique  (70kg),20,439,2130
Youri Tielemans,Belgium,Belgium,World Cup,84,CM,CDM,World Cup Player,Controlled,0.0,0,4,5,M,M,56.0,80,86,81,70,73,"176cm | 5'9""",Average  (72kg),3,446,2222
Ali,Qatar,Qatar,World Cup,84,ST,CF,World Cup Star,Lengthy,1950.0,0,4,4,H,M,86.0,83,74,78,32,84,"184cm | 6'0""",Lean  (69kg),-52,437,2073
Mohammed Kudus,Ajax,Ghana,Eredivisie,84,CAM,CM,Objectives,Controlled,0.0,0,4,3,M,M,92.0,79,80,85,67,82,"177cm | 5'10""",Average  (70kg),473,485,2261
Cameron Carter-Vickers,Celtic,United States,Scottish Premiership (SPFL),84,CB,0,Objectives,Lengthy,0.0,2,0,3,M,H,83.0,36,65,73,82,85,"183cm | 6'0""",Stocky  (92kg),175,424,1918
Moussa Djitté,Austin FC,Senegal,Major League Soccer,84,ST,CF,Objectives,Controlled,0.0,0,3,3,H,L,92.0,83,70,85,43,84,"180cm | 5'11""",Average  (75kg),149,457,2129
Edmond Tapsoba,Leverkusen,Burkina Faso,Bundesliga,84,CB,0,IF,Lengthy,10500.0,2,0,3,M,H,74.0,57,69,74,86,83,"194cm | 6'4""",High & Average  (85kg),109,443,2047
Gerónimo Rulli,Villarreal CF,Argentina,LaLiga Santander,84,GK,0,IF,Lengthy,10750.0,14.00%,1,3,M,M,84.0,82,83,85,56,84,"189cm | 6'2""",High & Average  (84kg),74,474,996
Mario Hermoso,Atlético de Madrid,Spain,LaLiga Santander,84,CB,LB,IF,Controlled,10750.0,8.51%,2,3,M,H,80.0,54,78,76,86,84,"184cm | 6'0""",Average  (75kg),123,458,2166
Dante,OGC Nice,Brazil,Ligue 1,84,CB,0,IF,Controlled,10500.0,8.51%,3,4,L,H,40.0,59,75,73,85,84,"189cm | 6'2""",High & Average  (91kg),-4,416,2033
Jesper Lindstrøm,Frankfurt,Denmark,Bundesliga,84,CAM,CF,FUT Future Stars,Controlled,0.0,0,3,3,H,M,91.0,80,79,85,58,73,"182cm | 6'0""",Lean  (66kg),-47,466,2176
Anthony Gordon,Newcastle Utd,England,Premier League,84,LM,"RM,LW",FUT Future Stars,Controlled,0.0,0,3,3,H,M,87.0,83,83,84,43,68,"183cm | 6'0""",Lean  (74kg),-183,448,2123
João Félix,Chelsea,Portugal,Premier League,84,CF,ST,Rare,Controlled,9200.0,15.00%,5,4,M,M,83.0,80,81,88,40,67,"181cm | 5'11""",Unique  (70kg),153,439,2130
Kolo Muani,Frankfurt,France,Bundesliga,84,ST,"RM,CF",IF,Controlled,10500.0,15.00%,4,3,M,M,90.0,80,70,86,44,69,"187cm | 6'2""",High & Average+  (73kg),454,439,2052
Caio Henrique,AS Monaco,Brazil,Ligue 1,84,LB,"LWB,LM",IF,Explosive,10500.0,15.00%,3,2,H,M,82.0,63,84,84,80,70,"179cm | 5'10""",Lean  (70kg),14,463,2240
David McGoldrick,Derby County,Republic of Ireland,EFL League One (ENG 3),84,CAM,"CF,ST",SIF,Controlled,10500.0,15.00%,3,3,M,H,73.0,85,81,85,48,81,"183cm | 6'0""",Average  (74kg),110,453,2234
Predrag Rajkovic,RCD Mallorca,Serbia,LaLiga Santander,84,GK,0,IF,Controlled,10500.0,15.00%,1,2,M,M,84.0,83,81,87,32,85,"191cm | 6'3""",High & Average  (85kg),1,452,718
João Mário,SL Benfica,Portugal,Liga NOS (POR 1),84,RM,RW,IF,Controlled,10500.0,4.55%,3,4,M,L,77.0,75,86,87,71,72,"179cm | 5'10""",Lean  (73kg),29,468,2254
Sergio Asenjo,R. Valladolid CF,Spain,LaLiga Santander,84,GK,0,IF,Controlled,10500.0,14.29%,1,3,M,M,85.0,83,84,83,64,83,"189cm | 6'2""",High & Stocky  (87kg),34,482,1032
Oxlade-Chamberlain,Liverpool,England,Premier League,84,CM,0,FUT Ballers SBC,Controlled,16500.0,14.29%,4,4,H,H,83.0,81,82,87,74,81,"175cm | 5'9""",Average  (70kg),-269,488,2308
Noni Madueke,Chelsea,England,Premier League,84,RW,RM,FUT Ballers SBC,Controlled,12450.0,14.29%,4,4,H,L,91.0,80,79,86,45,72,"182cm | 6'0""",Lean  (70kg),58,453,2143
Pervis Estupiñán,Brighton,Ecuador,Premier League,84,LB,LWB,IF,Controlled,10500.0,14.29%,3,3,H,M,86.0,52,75,78,81,82,"175cm | 5'9""",Stocky  (78kg),73,454,2099
Mattia Zaccagni,SS Lazio,Italy,Serie A TIM,84,LW,LM,IF,Explosive,10500.0,14.29%,4,4,H,M,89.0,80,80,88,62,70,"177cm | 5'10""",Lean  (63kg),19,469,2192
Guillermo Maripán,AS Monaco,Chile,Ligue 1,84,CB,0,IF,Controlled,10500.0,14.29%,2,2,H,H,40.0,48,64,60,87,86,"193cm | 6'4""",High & Average  (83kg),14,385,1801
Nathan Tella,Burnley,England,EFL Championship (ENG 2),84,ST,"CF,LW",SIF,Explosive,10500.0,14.29%,3,2,H,L,92.0,78,77,87,51,74,"173cm | 5'8""",Lean  (70kg),44,459,2143
Marcel Sabitzer,Manchester Utd,Austria,Premier League,84,CM,"CDM,CAM",IF,Controlled,10500.0,6.67%,3,4,H,H,77.0,85,84,83,71,81,"178cm | 5'10""",Average  (76kg),64,481,2317
Joan Jordán,Sevilla FC,Spain,LaLiga Santander,84,CM,0,Europa League MOTM,Controlled,15500.0,6.67%,3,4,M,M,65.0,80,85,81,73,80,"183cm | 6'0""",Lean  (74kg),-56,464,2211
Orkun Kökçü,Feyenoord,Turkey,Eredivisie,84,CM,CAM,Europa League MOTM,Controlled,15500.0,6.67%,3,5,M,M,78.0,77,86,84,72,82,"175cm | 5'9""",Average  (68kg),175,479,2287
Jesús Navas,Sevilla FC,Spain,LaLiga Santander,83,RB,RWB,Normal,Explosive,1800.0,0,4,2,H,M,85.0,68,82,81,79,57,"172cm | 5'8""",Short & Lean  (60kg),189,452,2196
Pau Torres,Villarreal CF,Spain,LaLiga Santander,83,CB,0,Normal,Lengthy,1800.0,5.88%,2,3,M,H,73.0,38,67,70,84,81,"191cm | 6'3""",High & Average+  (80kg),85,413,1905
Konrad Laimer,RB Leipzig,Austria,Bundesliga,83,CDM,CM,Normal,Controlled,2400.0,20.00%,3,3,M,H,84.0,68,78,79,81,78,"180cm | 5'11""",Lean  (72kg),402,468,2179
Ferland Mendy,Real Madrid,France,LaLiga Santander,83,LB,LWB,Rare,Controlled,5000.0,51.52%,4,5,H,H,92.0,64,77,78,78,84,"180cm | 5'11""",Unique  (73kg),3845,473,2185
Marco Asensio,Real Madrid,Spain,LaLiga Santander,83,RW,RM,Rare,Controlled,2700.0,12.50%,4,3,H,M,82.0,80,81,83,43,62,"182cm | 6'0""",Average  (76kg),107,431,2068
Ousmane Dembélé,FC Barcelona,France,LaLiga Santander,83,RW,RM,Normal,Explosive,7900.0,6.76%,5,5,H,M,93.0,77,79,87,36,56,"178cm | 5'10""",Unique  (67kg),2962,428,2033
Rúben Neves,Wolves,Portugal,Premier League,83,CM,CDM,Normal,Controlled,5000.0,50.00%,3,4,L,H,58.0,74,86,77,76,73,"180cm | 5'11""",Average  (80kg),55,444,2201
Presnel Kimpembe,Paris SG,France,Ligue 1,83,CB,0,Normal,Lengthy,3700.0,60.87%,2,3,M,H,80.0,43,68,69,83,86,"189cm | 6'2""",High & Average  (80kg),1104,429,1969
Carlos Soler,Paris SG,Spain,Ligue 1,83,CM,"CDM,RM",Normal,Controlled,2100.0,5.00%,3,4,M,M,80.0,77,83,80,71,72,"180cm | 5'11""",Average  (76kg),78,463,2208
Fabián,Paris SG,Spain,Ligue 1,83,CM,CDM,Normal,Controlled,1900.0,5.56%,4,3,M,M,61.0,79,80,83,74,72,"189cm | 6'2""",High & Average  (70kg),-2,449,2150
Gerard Piqué,FC Barcelona,Spain,LaLiga Santander,83,CB,0,Normal,Controlled,10000.0,2,3,0,H,M,56.0,61,71,68,84,77,"194cm | 6'4""",Unique  (85kg),18,417,1989
Fernando Reges,Sevilla FC,Brazil,LaLiga Santander,83,CDM,0,CB,Controlled,1800.0,5.88%,3,3,M,M,65.0,62,76,73,83,81,"183cm | 6'0""",Lean  (76kg),-69,440,2094
Oliver Baumann,TSG Hoffenheim,Germany,Bundesliga,83,GK,0,Normal,Controlled,2400.0,41.18%,1,1,M,M,83.0,82,79,84,49,79,"187cm | 6'2""",High & Average  (82kg),25,456,912
Duván Zapata,Atalanta BC,Colombia,Serie A TIM,83,ST,0,CF,Lengthy,2000.0,5.26%,3,4,H,M,78.0,82,63,79,35,85,"189cm | 6'2""",High & Stocky  (88kg),12,422,1970
Cristian Romero,Spurs,Argentina,Premier League,83,CB,0,Normal,Lengthy,1900.0,5.26%,3,2,M,H,73.0,46,57,65,85,82,"185cm | 6'1""",High & Average  (79kg),170,408,1907
Gregor Kobel,Dortmund,Switzerland,Bundesliga,83,GK,0,Normal,Controlled,1900.0,5.26%,1,3,M,M,84.0,80,74,88,43,79,"195cm | 6'5""",High & Average  (88kg),181,448,912
Giménez,Atlético de Madrid,Uruguay,LaLiga Santander,83,CB,0,Normal,Lengthy,1900.0,11.76%,2,3,M,H,71.0,46,57,60,85,83,"185cm | 6'1""",High & Average  (80kg),49,402,1843
Lukáš Hrádecký,Leverkusen,Finland,Bundesliga,83,GK,0,Normal,Controlled,2000.0,11.11%,1,3,M,M,84.0,77,69,87,40,82,"192cm | 6'4""",High & Average  (83kg),46,439,844
William Saliba,Arsenal,France,Premier League,83,CB,0,IF,Lengthy,10500.0,11.11%,2,3,M,H,80.0,43,71,75,84,82,"192cm | 6'4""",High & Average  (85kg),1002,435,1971
Jeremías Ledesma,Cádiz CF,Argentina,LaLiga Santander,83,GK,0,IF,Controlled,10500.0,11.11%,1,2,M,M,85.0,82,75,86,49,82,"186cm | 6'1""",High & Stocky  (83kg),123,459,922
Álex Moreno,Real Betis,Spain,LaLiga Santander,83,LB,LWB,IF,Explosive,10500.0,0,3,3,H,M,91.0,71,77,79,79,73,"179cm | 5'10""",Lean  (68kg),326,470,2201
Yunus Malli,Kasimpaşa,Turkey,Süper Lig (TUR 1),83,CAM,"CM,LW",Squad Foundation,Explosive,0.0,0,4,4,M,M,82.0,81,84,85,45,67,"179cm | 5'10""",Lean  (72kg),-56,444,2183
Davide Biraschi,Karagümrük SK,Italy,Süper Lig (TUR 1),83,CB,RB,Squad Foundation,Controlled,0.0,0,2,2,M,M,77.0,46,72,80,86,82,"182cm | 6'0""",Average  (77kg),-29,443,2083
Gayà,Spain,Spain,World Cup,83,LB,"LWB,LM",World Cup Player,Explosive,0.0,0,4,3,H,M,84.0,62,77,81,79,74,"172cm | 5'8""",Lean  (66kg),3,457,2142
Anthony Lopes,Portugal,Portugal,World Cup,83,GK,0,World Cup Player,Controlled,0.0,1,0,2,M,M,85.0,79,72,87,64,81,"184cm | 6'0""",Average  (81kg),1,468,1045
Lucas Digne,France,France,World Cup,83,LB,LWB,World Cup Player,Controlled,0.0,0,3,2,H,M,79.0,70,81,80,78,77,"178cm | 5'10""",Unique  (74kg),4,465,2270
Gonçalo Guedes,Portugal,Portugal,World Cup,83,ST,"LM,CF",World Cup Player,Controlled,0.0,0,4,4,H,L,87.0,84,75,84,39,71,"179cm | 5'10""",Average  (68kg),11,440,2093
Emre Can,Germany,Germany,World Cup,83,CM,"CB,CDM",World Cup Player,Lengthy,0.0,0,3,4,M,H,81.0,79,78,81,83,88,"186cm | 6'1""",High & Stocky  (86kg),17,490,2326
Rui Patrício,Portugal,Portugal,World Cup,83,GK,0,World Cup Player,Controlled,0.0,1,0,2,M,M,83.0,81,78,84,56,81,"190cm | 6'3""",High & Average  (84kg),8,463,1034
André Silva,Portugal,Portugal,World Cup,83,ST,CF,World Cup Player,Controlled,0.0,0,4,3,M,M,75.0,84,71,83,48,79,"185cm | 6'1""",High & Average  (84kg),4,440,2128
Ferrán Torres,Spain,Spain,World Cup,83,LW,"LM,ST",World Cup Player,Controlled,0.0,0,4,4,H,M,85.0,80,80,84,36,68,"184cm | 6'0""",Lean  (77kg),13,433,2083
Otávio,Portugal,Portugal,World Cup,83,RM,"LM,RW",World Cup Player,Explosive,0.0,0,4,3,H,H,79.0,70,81,86,64,72,"171cm | 5'7""",Average  (67kg),5,452,2169
Robin Gosens,Germany,Germany,World Cup,83,LWB,"LB,LM",World Cup Player,Controlled,0.0,0,3,3,H,M,83.0,76,75,80,78,81,"183cm | 6'0""",Average  (76kg),1,473,2235
Denzel Dumfries,Netherlands,Netherlands,World Cup,83,RWB,"RB,RM",World Cup Player,Lengthy,0.0,0,2,3,H,M,84.0,64,71,74,79,90,"188cm | 6'2""",High & Average  (80kg),5,462,2110
Jordan Pickford,England,England,World Cup,83,GK,0,World Cup Player,Controlled,0.0,1,0,4,M,M,85.0,78,88,88,52,81,"185cm | 6'1""",High & Average  (77kg),7,472,1155
Lucas Paquetá,Brazil,Brazil,World Cup,83,CAM,"CM,CF",World Cup Player,Controlled,0.0,0,5,4,H,H,73.0,79,80,86,70,79,"180cm | 5'11""",Average  (72kg),30,467,2248
Idrissa Gueye,Senegal,Senegal,World Cup,83,CDM,CM,World Cup Player,Controlled,0.0,0,3,3,M,H,68.0,67,73,79,84,77,"174cm | 5'9""",Lean  (66kg),6,448,2153
Julian Brandt,Germany,Germany,World Cup,83,CAM,"CM,CF",World Cup Player,Controlled,0.0,0,4,4,H,M,68.0,79,83,86,49,66,"185cm | 6'1""",High & Average  (83kg),4,431,2084
Toby Alderweireld,Belgium,Belgium,World Cup,83,CB,0,World Cup Player,Controlled,0.0,2,0,3,M,M,58.0,56,71,68,86,76,"186cm | 6'1""",High & Average  (81kg),8,415,2024
Jonathan Tah,Germany,Germany,World Cup,83,CB,0,World Cup Player,Lengthy,0.0,2,0,4,M,M,68.0,38,60,62,84,86,"195cm | 6'5""",High & Stocky  (98kg),1,398,1780
Darko Lazovic,Hellas Verona,Serbia,Serie A TIM,83,CF,"ST,LW",IF,Controlled,10500.0,0,3,3,M,M,91.0,77,81,84,71,70,"181cm | 5'11""",Lean  (66kg),24,474,2252
Rubén Alcaraz Jiménez,Cádiz CF,Spain,LaLiga Santander,83,CDM,CM,IF,Lengthy,10500.0,0,3,4,L,H,65.0,80,84,79,83,88,"180cm | 5'11""",Average  (82kg),11,479,2338
Guilherme Haubert Sityá,Konyaspor,Brazil,Süper Lig (TUR 1),83,LB,"LWB,LM",IF,Controlled,10500.0,0,3,3,H,H,91.0,71,80,83,78,87,"180cm | 5'11""",Average  (79kg),129,490,2301
Sverrir Ingi Ingason,PAOK,Iceland,Hellas Liga (GRE 1),83,CB,0,IF,Lengthy,10500.0,2,0,3,L,M,70.0,60,66,65,85,84,"188cm | 6'2""",High & Average  (83kg),27,430,2030
Solly March,Brighton,England,Premier League,83,RM,"LB,LWB",IF,Controlled,10500.0,0,3,2,H,H,82.0,76,83,85,75,72,"180cm | 5'11""",Lean  (77kg),58,473,2236
